2023 Next Generation MCAS Achievement Results ,,,,,,,,,,,,,,,,,
District Name,District Code,Subject,M+E #,M+E %,E #,E %,M #,M %,PM #,PM %,NM #,NM %,No. of Students Included,Part. Rate %,Avg. Scaled Score,SGP,Included In SGP
Petersham,02340000,ELA,          33,45,           5,7,          28,38,          32,43,           9,12,          74,100,     496,          60,          50
Petersham,02340000,MATH,          23,31,           1,1,          22,30,          41,55,          10,14,          74,100,     493,          66,          50
Petersham,02340000,SCI,           4,33,           1,8,           3,25,           6,50,           2,17,          12,100,     491,,
Pioneer Charter School of Science (District),04940000,ELA,         197,52,          33,9,         164,44,         139,37,          40,11,         376,99,     500,          47,         306
Pioneer Charter School of Science (District),04940000,MATH,         232,61,          57,15,         175,46,         118,31,          28,7,         378,100,     506,          58,         308
Pioneer Charter School of Science (District),04940000,SCI,          74,58,          21,17,          53,42,          36,28,          17,13,         127,100,     503,,
Pioneer Charter School of Science II (District),35060000,ELA,          79,54,          16,11,          63,43,          60,41,           7,5,         146,100,     503,          47,         130
Pioneer Charter School of Science II (District),35060000,MATH,         113,77,          31,21,          82,56,          29,20,           4,3,         146,100,     515,          71,         130
Pioneer Charter School of Science II (District),35060000,SCI,          37,51,           4,5,          33,45,          30,41,           6,8,          73,100,     501,,
Pioneer Valley,07500000,ELA,         101,32,          10,3,          91,29,         152,48,          65,20,         318,99,     489,          44,         260
Pioneer Valley,07500000,MATH,          84,26,           3,1,          81,25,         161,51,          73,23,         318,99,     486,          47,         260
Pioneer Valley,07500000,SCI,          40,34,           4,3,          36,31,          54,46,          24,20,         118,98,     489,,
Pioneer Valley Chinese Immersion Charter (District),04970000,ELA,         173,59,          41,14,         132,45,          94,32,          26,9,         293,100,     505,          53,         241
Pioneer Valley Chinese Immersion Charter (District),04970000,MATH,         175,60,          37,13,         138,47,          95,32,          24,8,         294,100,     505,          68,         243
Pioneer Valley Chinese Immersion Charter (District),04970000,SCI,          65,68,          15,16,          50,53,          20,21,          10,11,          95,100,     508,,
Pioneer Valley Performing Arts Charter Public (District),04790000,ELA,          56,41,          11,8,          45,33,          65,47,          17,12,         138,98,     496,          41,         109
Pioneer Valley Performing Arts Charter Public (District),04790000,MATH,          21,15,           2,1,          19,14,          88,63,          30,22,         139,99,     483,          27,         109
Pioneer Valley Performing Arts Charter Public (District),04790000,SCI,          19,27,           0,0,          19,27,          42,59,          10,14,          71,99,     490,,
Pittsfield,02360000,ELA,         602,29,          86,4,         516,25,         914,44,         549,27,"       2,065",98,     487,          46,"       1,573"
Pittsfield,02360000,MATH,         504,24,          71,3,         433,21,         919,44,         655,32,"       2,078",99,     484,          44,"       1,570"
Pittsfield,02360000,SCI,         224,30,          31,4,         193,26,         323,43,         204,27,         751,97,     486,,
Plainville,02380000,ELA,         158,46,          21,6,         137,39,         159,46,          30,9,         347,99,     499,          50,         251
Plainville,02380000,MATH,         170,48,          30,9,         140,40,         146,42,          35,10,         351,99,     499,          55,         250
Plainville,02380000,SCI,          39,46,           6,7,          33,39,          37,44,           9,11,          85,99,     498,,
Plymouth,02390000,ELA,"       1,479",49,         254,8,"       1,225",41,"       1,107",37,         431,14,"       3,017",99,     498,          50,"       2,352"
Plymouth,02390000,MATH,"       1,265",42,         141,5,"       1,124",37,"       1,372",46,         376,12,"       3,013",99,     495,          47,"       2,348"
Plymouth,02390000,SCI,         393,39,          57,6,         336,33,         492,48,         133,13,"       1,018",99,     494,,
Plympton,02400000,ELA,          64,52,          15,12,          49,40,          54,44,           6,5,         124,97,     502,          40,          77
Plympton,02400000,MATH,          73,57,           6,5,          67,53,          45,35,           9,7,         127,99,     501,          45,          78
Plympton,02400000,SCI,          11,39,           3,11,           8,29,          16,57,           1,4,          28,97,     498,,
Prospect Hill Academy Charter (District),04870000,ELA,         119,25,          13,3,         106,23,         231,49,         119,25,         469,99,     485,          43,         373
Prospect Hill Academy Charter (District),04870000,MATH,          83,18,           6,1,          77,16,         252,54,         134,29,         469,99,     481,          36,         374
Prospect Hill Academy Charter (District),04870000,SCI,          31,21,           3,2,          28,19,          82,56,          34,23,         147,98,     484,,
Provincetown,02420000,ELA,          21,27,           4,5,          17,22,          47,59,          11,14,          79,98,     491,          52,          61
Provincetown,02420000,MATH,          16,20,           0,0,          16,20,          48,60,          16,20,          80,99,     485,          53,          63
Provincetown,02420000,SCI,          15,42,           0,0,          15,42,          17,47,           4,11,          36,97,     494,,
Quabbin,07530000,ELA,         430,42,          70,7,         360,35,         431,42,         170,16,"       1,031",99,     494,          47,         797
Quabbin,07530000,MATH,         392,38,          44,4,         348,34,         480,46,         161,16,"       1,033",100,     494,          48,         796
Quabbin,07530000,SCI,         141,38,          13,3,         128,34,         179,48,          56,15,         376,100,     493,,
Quaboag Regional,07780000,ELA,         190,36,          20,4,         170,32,         236,44,         106,20,         532,99,     490,          45,         416
Quaboag Regional,07780000,MATH,         153,29,          18,3,         135,25,         288,54,          93,17,         534,99,     490,          42,         412
Quaboag Regional,07780000,SCI,          65,32,           4,2,          61,30,         100,49,          38,19,         203,97,     490,,
Quincy,02430000,ELA,"       1,886",45,         372,9,"       1,514",36,"       1,622",39,         698,17,"       4,206",99,     497,          53,"       3,163"
Quincy,02430000,MATH,"       1,822",43,         354,8,"       1,468",35,"       1,701",40,         688,16,"       4,211",100,     497,          52,"       3,165"
Quincy,02430000,SCI,         663,47,         123,9,         540,38,         525,37,         230,16,"       1,418",99,     497,,
Ralph C Mahar,07550000,ELA,          56,29,           6,3,          50,26,          83,44,          51,27,         190,97,     485,          49,         170
Ralph C Mahar,07550000,MATH,          61,32,           4,2,          57,30,          88,47,          39,21,         188,97,     488,          59,         168
Ralph C Mahar,07550000,SCI,          44,45,           7,7,          37,38,          37,38,          16,16,          97,97,     496,,
Randolph,02440000,ELA,         356,29,          40,3,         316,26,         536,43,         345,28,"       1,237",99,     487,          45,         880
Randolph,02440000,MATH,         368,30,          52,4,         316,25,         548,44,         325,26,"       1,241",99,     488,          52,         884
Randolph,02440000,SCI,         119,28,          14,3,         105,24,         191,44,         120,28,         430,99,     486,,
Reading,02460000,ELA,"       1,111",61,         251,14,         860,47,         585,32,         138,8,"       1,834",99,     505,          54,"       1,442"
Reading,02460000,MATH,"       1,011",55,         199,11,         812,44,         670,36,         158,9,"       1,839",100,     502,          49,"       1,454"
Reading,02460000,SCI,         388,63,          76,12,         312,51,         200,32,          29,5,         617,99,     506,,
Revere,02480000,ELA,         847,26,          86,3,         761,24,"       1,504",47,         877,27,"       3,228",100,     485,          47,"       2,452"
Revere,02480000,MATH,         833,26,          96,3,         737,23,"       1,598",50,         797,25,"       3,228",100,     487,          48,"       2,441"
Revere,02480000,SCI,         290,27,          23,2,         267,25,         498,46,         299,28,"       1,087",99,     486,,
Richmond,02490000,ELA,          48,52,           7,8,          41,44,          37,40,           8,9,          93,97,     499,          46,          73
Richmond,02490000,MATH,          45,48,           5,5,          40,43,          42,45,           7,7,          94,98,     500,          61,          73
Richmond,02490000,SCI,          12,44,           0,0,          12,44,          15,56,           0,0,          27,96,     499,,
Rising Tide Charter Public (District),04830000,ELA,         193,53,          20,6,         173,48,         138,38,          31,9,         362,100,     500,          45,         346
Rising Tide Charter Public (District),04830000,MATH,         173,49,          19,5,         154,43,         150,42,          32,9,         355,98,     499,          50,         340
Rising Tide Charter Public (District),04830000,SCI,          85,48,           6,3,          79,45,          78,44,          13,7,         176,98,     499,,
River Valley Charter (District),04820000,ELA,         109,57,          16,8,          93,49,          71,37,          11,6,         191,100,     502,          51,         147
River Valley Charter (District),04820000,MATH,          89,47,           8,4,          81,43,          81,43,          20,11,         190,100,     497,          55,         145
River Valley Charter (District),04820000,SCI,          39,61,           5,8,          34,53,          21,33,           4,6,          64,97,     502,,
Rochester,02500000,ELA,         139,48,          15,5,         124,42,         116,40,          37,13,         292,99,     497,          52,         216
Rochester,02500000,MATH,         140,48,          13,4,         127,44,         131,45,          20,7,         291,99,     499,          54,         216
Rochester,02500000,SCI,          43,50,           8,9,          35,41,          35,41,           8,9,          86,98,     501,,
Rockland,02510000,ELA,         409,39,          60,6,         349,33,         446,42,         196,19,"       1,051",99,     493,          49,         815
Rockland,02510000,MATH,         440,42,          59,6,         381,36,         439,42,         174,17,"       1,053",100,     495,          51,         819
Rockland,02510000,SCI,         105,32,           6,2,          99,30,         148,44,          80,24,         333,99,     487,,
Rockport,02520000,ELA,         177,52,          26,8,         151,44,         130,38,          34,10,         341,99,     500,          56,         292
Rockport,02520000,MATH,         142,42,          18,5,         124,36,         169,49,          31,9,         342,99,     496,          58,         294
Rockport,02520000,SCI,          73,55,          17,13,          56,42,          43,33,          16,12,         132,99,     502,,
Rowe,02530000,ELA,           9,22,           0,0,           9,22,          21,51,          11,27,          41,100,     483,          40,          24
Rowe,02530000,MATH,          10,25,           0,0,          10,25,          21,53,           9,23,          40,98,     485,          64,          23
Rowe,02530000,SCI,           3,25,           0,0,           3,25,           7,58,           2,17,          12,100,     486,,
Roxbury Preparatory Charter (District),04840000,ELA,         232,33,          26,4,         206,30,         281,40,         182,26,         695,99,     488,          58,         607
Roxbury Preparatory Charter (District),04840000,MATH,         214,31,          14,2,         200,29,         315,45,         166,24,         695,99,     487,          62,         609
Roxbury Preparatory Charter (District),04840000,SCI,          85,26,           5,2,          80,25,         174,53,          67,21,         326,99,     487,,
Salem,02580000,ELA,         473,28,          69,4,         404,24,         706,42,         517,30,"       1,696",99,     485,          48,"       1,213"
Salem,02580000,MATH,         359,21,          37,2,         322,19,         758,45,         578,34,"       1,695",99,     482,          46,"       1,215"
Salem,02580000,SCI,         162,29,          17,3,         145,26,         252,44,         153,27,         567,98,     487,,
Salem Academy Charter (District),04850000,ELA,          91,43,          12,6,          79,37,          85,40,          36,17,         212,100,     493,          48,         204
Salem Academy Charter (District),04850000,MATH,          64,30,           5,2,          59,28,         104,49,          44,21,         212,100,     488,          48,         206
Salem Academy Charter (District),04850000,SCI,          25,36,           2,3,          23,33,          33,48,          11,16,          69,99,     492,,
Sandwich,02610000,ELA,         565,55,          99,10,         466,45,         348,34,         122,12,"       1,035",99,     501,          56,         846
Sandwich,02610000,MATH,         571,55,          79,8,         492,47,         370,36,          98,9,"       1,039",100,     501,          54,         849
Sandwich,02610000,SCI,         212,61,          49,14,         163,47,         115,33,          18,5,         345,99,     506,,
Saugus,02620000,ELA,         365,31,          24,2,         341,29,         562,47,         262,22,"       1,189",99,     488,          40,         895
Saugus,02620000,MATH,         370,31,          39,3,         331,28,         609,51,         210,18,"       1,189",99,     490,          44,         896
Saugus,02620000,SCI,         136,34,          18,5,         118,30,         183,46,          81,20,         400,99,     490,,
Savoy,02630000,ELA,          10,38,           0,0,          10,38,          12,46,           4,15,          26,100,     495,          53,          21
Savoy,02630000,MATH,           7,27,           0,0,           7,27,          17,65,           2,8,          26,100,     491,          35,          21
Savoy,02630000,SCI,           1,10,           0,0,           1,10,           4,40,           5,50,          10,100,     479,,
Scituate,02640000,ELA,         802,63,         178,14,         624,49,         398,31,          65,5,"       1,265",99,     507,          55,         995
Scituate,02640000,MATH,         777,61,         129,10,         648,51,         416,33,          74,6,"       1,267",99,     505,          48,         998
Scituate,02640000,SCI,         258,63,          46,11,         212,51,         132,32,          22,5,         412,99,     507,,
Seekonk,02650000,ELA,         519,53,          95,10,         424,43,         364,37,         102,10,         985,99,     500,          49,         777
Seekonk,02650000,MATH,         506,51,          69,7,         437,44,         392,40,          91,9,         989,100,     500,          49,         779
Seekonk,02650000,SCI,         214,65,          39,12,         175,53,          86,26,          30,9,         330,100,     506,,
Sharon,02660000,ELA,"       1,063",64,         240,14,         823,50,         494,30,         104,6,"       1,661",99,     507,          52,"       1,316"
Sharon,02660000,MATH,"       1,145",69,         360,22,         785,47,         426,26,          88,5,"       1,659",99,     511,          51,"       1,311"
Sharon,02660000,SCI,         371,67,          79,14,         292,53,         154,28,          25,5,         550,99,     508,,
Sherborn,02690000,ELA,         135,66,          34,17,         101,50,          62,30,           7,3,         204,99,     509,          59,         122
Sherborn,02690000,MATH,         141,69,          28,14,         113,55,          58,28,           5,2,         204,99,     510,          65,         120
Sherborn,02690000,SCI,          38,63,           6,10,          32,53,          21,35,           1,2,          60,97,     507,,
Shrewsbury,02710000,ELA,"       1,647",60,         323,12,"       1,324",48,         849,31,         250,9,"       2,746",100,     504,          48,"       2,160"
Shrewsbury,02710000,MATH,"       1,793",65,         493,18,"       1,300",47,         752,27,         201,7,"       2,746",100,     509,          55,"       2,163"
Shrewsbury,02710000,SCI,         524,58,         112,12,         412,45,         302,33,          84,9,         910,99,     504,,
Shutesbury,02720000,ELA,          38,57,          11,16,          27,40,          26,39,           3,4,          67,100,     505,          58,          44
Shutesbury,02720000,MATH,          29,43,           3,4,          26,39,          35,52,           3,4,          67,100,     500,          62,          44
Shutesbury,02720000,SCI,          10,77,           2,15,           8,62,           2,15,           1,8,          13,100,     507,,
Silver Lake,07600000,ELA,         242,46,          25,5,         217,41,         215,41,          69,13,         526,100,     496,          43,         509
Silver Lake,07600000,MATH,         246,47,          22,4,         224,43,         217,41,          60,11,         523,99,     497,          52,         507
Silver Lake,07600000,SCI,         112,46,          17,7,          95,39,         105,43,          26,11,         243,98,     497,,
Sizer School: A North Central Charter Essential (District),04740000,ELA,          70,48,          14,10,          56,38,          55,38,          21,14,         146,99,     497,          53,         123
Sizer School: A North Central Charter Essential (District),04740000,MATH,          31,21,           1,1,          30,21,          72,50,          42,29,         145,98,     484,          41,         121
Sizer School: A North Central Charter Essential (District),04740000,SCI,          20,27,           0,0,          20,27,          40,55,          13,18,          73,97,     488,,
Somerset,02730000,ELA,         454,41,          49,4,         405,36,         521,47,         135,12,"       1,110",99,     495,          48,         903
Somerset,02730000,MATH,         534,48,          46,4,         488,44,         456,41,         122,11,"       1,112",100,     498,          59,         901
Somerset,02730000,SCI,         178,47,          24,6,         154,41,         155,41,          46,12,         379,98,     498,,
Somerville,02740000,ELA,         773,39,         194,10,         579,29,         652,33,         572,29,"       1,997",98,     490,          48,"       1,461"
Somerville,02740000,MATH,         671,33,         135,7,         536,27,         749,37,         599,30,"       2,019",99,     488,          50,"       1,465"
Somerville,02740000,SCI,         225,36,          57,9,         168,27,         224,36,         174,28,         623,99,     489,,
South Hadley,02780000,ELA,         300,40,          40,5,         260,35,         318,42,         133,18,         751,98,     493,          51,         609
South Hadley,02780000,MATH,         264,35,          29,4,         235,31,         366,48,         128,17,         758,99,     492,          51,         612
South Hadley,02780000,SCI,         125,48,          21,8,         104,40,         100,39,          34,13,         259,97,     498,,
South Shore Charter Public (District),04880000,ELA,         217,44,          32,6,         185,38,         201,41,          75,15,         493,100,     495,          49,         380
South Shore Charter Public (District),04880000,MATH,         176,36,          18,4,         158,32,         245,50,          72,15,         493,100,     492,          54,         385
South Shore Charter Public (District),04880000,SCI,          67,42,          13,8,          54,34,          67,42,          24,15,         158,97,     496,,
Southampton,02750000,ELA,         109,44,          10,4,          99,40,         110,44,          30,12,         249,100,     496,          56,         181
Southampton,02750000,MATH,         133,53,          14,6,         119,48,         101,40,          16,6,         250,100,     501,          63,         183
Southampton,02750000,SCI,          31,58,           7,13,          24,45,          20,38,           2,4,          53,98,     507,,
Southborough,02760000,ELA,         597,74,         170,21,         427,53,         177,22,          28,3,         802,100,     513,          56,         619
Southborough,02760000,MATH,         608,76,         219,27,         389,49,         167,21,          24,3,         799,99,     516,          48,         619
Southborough,02760000,SCI,         203,77,          62,24,         141,54,          54,21,           5,2,         262,99,     515,,
Southbridge,02770000,ELA,         101,12,           5,1,          96,11,         351,42,         387,46,         839,99,     474,          44,         604
Southbridge,02770000,MATH,          91,11,           6,1,          85,10,         374,45,         371,44,         836,99,     474,          51,         600
Southbridge,02770000,SCI,          25,9,           0,0,          25,9,         127,46,         127,46,         279,99,     473,,
Southern Berkshire,07650000,ELA,          93,39,           8,3,          85,36,         100,42,          43,18,         236,98,     492,          51,         179
Southern Berkshire,07650000,MATH,          92,38,          14,6,          78,33,         104,43,          44,18,         240,100,     493,          56,         182
Southern Berkshire,07650000,SCI,          19,28,           0,0,          19,28,          35,51,          14,21,          68,100,     487,,
Southwick-Tolland-Granville Regional School District,07660000,ELA,         233,37,          15,2,         218,35,         284,46,         107,17,         624,100,     492,          44,         485
Southwick-Tolland-Granville Regional School District,07660000,MATH,         244,39,          31,5,         213,34,         301,48,          77,12,         622,100,     494,          46,         484
Southwick-Tolland-Granville Regional School District,07660000,SCI,          92,44,           7,3,          85,41,          96,46,          20,10,         208,98,     496,,
Spencer-E Brookfield,07670000,ELA,         166,25,          12,2,         154,24,         317,49,         168,26,         651,99,     486,          42,         475
Spencer-E Brookfield,07670000,MATH,         151,23,           6,1,         145,22,         349,54,         152,23,         652,100,     485,          48,         476
Spencer-E Brookfield,07670000,SCI,          49,24,           3,1,          46,22,         113,54,          46,22,         208,100,     486,,
Springfield,02810000,ELA,"       2,097",22,         226,2,"       1,871",20,"       4,338",45,"       3,146",33,"       9,581",99,     482,          47,"       6,774"
Springfield,02810000,MATH,"       1,555",16,         104,1,"       1,451",15,"       4,594",48,"       3,423",36,"       9,572",99,     480,          45,"       6,760"
Springfield,02810000,SCI,         567,18,          49,2,         518,17,"       1,471",47,"       1,090",35,"       3,128",98,     481,,
Springfield International Charter (District),04410000,ELA,         163,20,          10,1,         153,19,         416,52,         224,28,         803,100,     482,          42,         653
Springfield International Charter (District),04410000,MATH,          76,9,           3,0,          73,9,         379,47,         349,43,         804,100,     475,          41,         655
Springfield International Charter (District),04410000,SCI,          51,17,           3,1,          48,16,         173,57,          81,27,         305,100,     481,,
Springfield Preparatory Charter School (District),35100000,ELA,         142,44,          22,7,         120,38,         149,47,          29,9,         320,100,     497,          55,         250
Springfield Preparatory Charter School (District),35100000,MATH,         156,49,          17,5,         139,43,         141,44,          23,7,         320,100,     499,          58,         250
Springfield Preparatory Charter School (District),35100000,SCI,          59,56,           8,8,          51,48,          42,40,           5,5,         106,100,     502,,
Stoneham,02840000,ELA,         481,47,          85,8,         396,39,         415,41,         121,12,"       1,017",100,     498,          47,         803
Stoneham,02840000,MATH,         496,49,          76,7,         420,41,         406,40,         113,11,"       1,015",100,     498,          49,         802
Stoneham,02840000,SCI,         177,56,          33,11,         144,46,         110,35,          27,9,         314,99,     502,,
Stoughton,02850000,ELA,         589,38,          82,5,         507,33,         684,44,         282,18,"       1,555",99,     493,          48,"       1,208"
Stoughton,02850000,MATH,         561,36,          72,5,         489,31,         737,47,         257,17,"       1,555",100,     493,          49,"       1,209"
Stoughton,02850000,SCI,         225,45,          29,6,         196,39,         211,42,          69,14,         505,100,     495,,
Sturbridge,02870000,ELA,         249,51,          27,6,         222,46,         182,38,          53,11,         484,100,     500,          48,         337
Sturbridge,02870000,MATH,         245,51,          35,7,         210,43,         190,39,          50,10,         485,100,     500,          60,         339
Sturbridge,02870000,SCI,          58,49,           9,8,          49,41,          48,40,          13,11,         119,100,     499,,
Sudbury,02880000,ELA,"       1,202",71,         284,17,         918,54,         411,24,          89,5,"       1,702",99,     510,          56,"       1,329"
Sudbury,02880000,MATH,"       1,224",72,         329,19,         895,53,         389,23,          90,5,"       1,703",99,     511,          54,"       1,331"
Sudbury,02880000,SCI,         398,71,          91,16,         307,55,         129,23,          32,6,         559,98,     511,,
Sunderland,02890000,ELA,          45,47,           4,4,          41,43,          33,35,          17,18,          95,99,     495,          44,          68
Sunderland,02890000,MATH,          44,46,           9,9,          35,36,          38,40,          14,15,          96,100,     498,          55,          68
Sunderland,02890000,SCI,          12,44,           3,11,           9,33,          12,44,           3,11,          27,100,     500,,
Sutton,02900000,ELA,         271,45,          31,5,         240,40,         269,45,          64,11,         604,99,     497,          52,         491
Sutton,02900000,MATH,         280,46,          32,5,         248,41,         258,43,          65,11,         603,99,     498,          55,         489
Sutton,02900000,SCI,         101,49,          20,10,          81,39,          86,41,          21,10,         208,99,     501,,
Swampscott,02910000,ELA,         422,47,          55,6,         367,41,         366,41,         102,11,         890,99,     498,          48,         708
Swampscott,02910000,MATH,         412,46,          69,8,         343,39,         390,44,          87,10,         889,99,     499,          50,         703
Swampscott,02910000,SCI,         138,46,          17,6,         121,40,         133,44,          32,11,         303,99,     497,,
Swansea,02920000,ELA,         395,41,          44,5,         351,36,         448,46,         130,13,         973,99,     494,          45,         782
Swansea,02920000,MATH,         438,45,          57,6,         381,39,         422,43,         111,11,         971,99,     497,          50,         783
Swansea,02920000,SCI,         166,48,          24,7,         142,41,         144,41,          38,11,         348,99,     498,,
TEC Connections Academy Commonwealth Virtual School District,39020000,ELA,         264,39,          28,4,         236,35,         278,41,         137,20,         679,65,     491,          45,         435
TEC Connections Academy Commonwealth Virtual School District,39020000,MATH,         175,26,          24,4,         151,22,         301,44,         208,30,         684,67,     484,          39,         445
TEC Connections Academy Commonwealth Virtual School District,39020000,SCI,          96,36,          22,8,          74,28,         116,44,          54,20,         266,63,     492,,
Tantasqua,07700000,ELA,         255,47,          20,4,         235,43,         232,42,          60,11,         547,100,     497,          44,         529
Tantasqua,07700000,MATH,         297,55,          53,10,         244,45,         201,37,          46,8,         544,99,     501,          46,         523
Tantasqua,07700000,SCI,         157,55,          23,8,         134,47,          98,34,          31,11,         286,99,     501,,
Taunton,02930000,ELA,"       1,105",30,         105,3,"       1,000",27,"       1,612",44,         953,26,"       3,670",99,     486,          46,"       2,880"
Taunton,02930000,MATH,         822,22,          80,2,         742,20,"       1,827",50,"       1,009",28,"       3,658",99,     484,          45,"       2,865"
Taunton,02930000,SCI,         298,24,          29,2,         269,21,         602,48,         352,28,"       1,252",98,     483,,
Tewksbury,02950000,ELA,         705,46,         102,7,         603,39,         623,40,         211,14,"       1,539",100,     497,          51,"       1,196"
Tewksbury,02950000,MATH,         660,43,          61,4,         599,39,         667,43,         213,14,"       1,540",100,     495,          47,"       1,196"
Tewksbury,02950000,SCI,         257,51,          33,7,         224,44,         198,39,          52,10,         507,100,     499,,
Tisbury,02960000,ELA,          58,39,           4,3,          54,36,          60,41,          30,20,         148,99,     491,          49,          95
Tisbury,02960000,MATH,          80,54,          10,7,          70,47,          52,35,          16,11,         148,100,     500,          50,          96
Tisbury,02960000,SCI,          19,44,           6,14,          13,30,          17,40,           7,16,          43,100,     495,,
Topsfield,02980000,ELA,         222,65,          26,8,         196,57,         103,30,          16,5,         341,99,     505,          51,         250
Topsfield,02980000,MATH,         210,61,          29,8,         181,53,         116,34,          16,5,         342,99,     504,          58,         250
Topsfield,02980000,SCI,          44,51,          10,12,          34,40,          35,41,           7,8,          86,98,     500,,
Triton,07730000,ELA,         444,47,          61,6,         383,40,         395,41,         115,12,         954,98,     497,          49,         744
Triton,07730000,MATH,         435,45,          58,6,         377,39,         426,44,         106,11,         967,99,     498,          59,         751
Triton,07730000,SCI,         169,55,          21,7,         148,48,         119,39,          20,6,         308,97,     503,,
Truro,03000000,ELA,          15,41,           0,0,          15,41,          19,51,           3,8,          37,93,     497,          37,          22
Truro,03000000,MATH,          16,43,           1,3,          15,41,          17,46,           4,11,          37,90,     495,          41,          21
Truro,03000000,SCI,          11,79,           0,0,          11,79,           3,21,           0,0,          14,93,     508,,
Tyngsborough,03010000,ELA,         255,34,          23,3,         232,31,         389,52,         109,14,         753,100,     492,          42,         616
Tyngsborough,03010000,MATH,         281,37,          28,4,         253,34,         374,50,          95,13,         750,99,     493,          48,         615
Tyngsborough,03010000,SCI,         106,44,           7,3,          99,41,         103,42,          34,14,         243,100,     495,,
UP Academy Charter School of Boston (District),04800000,ELA,          44,22,           6,3,          38,19,          66,34,          87,44,         197,97,     477,          52,         183
UP Academy Charter School of Boston (District),04800000,MATH,          27,14,           3,2,          24,12,          79,40,          94,47,         200,99,     477,          51,         184
UP Academy Charter School of Boston (District),04800000,SCI,           8,11,           0,0,           8,11,          37,49,          31,41,          76,100,     476,,
UP Academy Charter School of Dorchester (District),35050000,ELA,          56,16,           5,1,          51,15,         163,47,         131,37,         350,99,     479,          50,         282
UP Academy Charter School of Dorchester (District),35050000,MATH,          23,7,           1,0,          22,6,         193,55,         136,39,         352,100,     475,          50,         282
UP Academy Charter School of Dorchester (District),35050000,SCI,           7,6,           0,0,           7,6,          54,46,          57,48,         118,100,     471,,
Up-Island Regional,07740000,ELA,         128,48,          15,6,         113,42,         110,41,          31,12,         269,100,     498,          50,         215
Up-Island Regional,07740000,MATH,         129,48,          18,7,         111,42,         124,46,          14,5,         267,100,     500,          54,         214
Up-Island Regional,07740000,SCI,          55,59,           3,3,          52,56,          31,33,           7,8,          93,100,     502,,
Uxbridge,03040000,ELA,         298,40,          37,5,         261,35,         352,47,         103,14,         753,99,     494,          48,         609
Uxbridge,03040000,MATH,         325,43,          25,3,         300,40,         329,44,         100,13,         754,99,     495,          48,         610
Uxbridge,03040000,SCI,         132,47,          11,4,         121,43,         111,39,          40,14,         283,98,     497,,
Veritas Preparatory Charter School (District),04980000,ELA,         109,28,           7,2,         102,26,         177,46,         101,26,         387,100,     486,          50,         371
Veritas Preparatory Charter School (District),04980000,MATH,         105,27,          10,3,          95,25,         208,54,          74,19,         387,100,     489,          53,         369
Veritas Preparatory Charter School (District),04980000,SCI,          38,20,           4,2,          34,18,          88,45,          68,35,         194,100,     480,,
Wachusett,07750000,ELA,"       1,719",55,         243,8,"       1,476",47,"       1,166",37,         269,9,"       3,154",99,     501,          50,"       2,539"
Wachusett,07750000,MATH,"       1,711",54,         243,8,"       1,468",46,"       1,236",39,         218,7,"       3,165",99,     502,          52,"       2,542"
Wachusett,07750000,SCI,         599,58,          87,8,         512,50,         366,35,          66,6,"       1,031",99,     503,,
Wakefield,03050000,ELA,         858,55,         136,9,         722,46,         543,35,         172,11,"       1,573",100,     501,          51,"       1,266"
Wakefield,03050000,MATH,         805,51,         137,9,         668,43,         618,39,         147,9,"       1,570",99,     500,          51,"       1,263"
Wakefield,03050000,SCI,         290,54,          48,9,         242,45,         184,34,          61,11,         535,99,     501,,
Wales,03060000,ELA,          15,29,           1,2,          14,27,          26,50,          11,21,          52,100,     486,          39,          36
Wales,03060000,MATH,          12,23,           1,2,          11,21,          32,62,           8,15,          52,100,     489,          33,          36
Wales,03060000,SCI,           4,31,           0,0,           4,31,           7,54,           2,15,          13,100,     493,,
Walpole,03070000,ELA,         935,56,         144,9,         791,48,         571,34,         156,9,"       1,662",99,     502,          51,"       1,312"
Walpole,03070000,MATH,"       1,024",62,         236,14,         788,47,         536,32,         103,6,"       1,663",99,     507,          50,"       1,309"
Walpole,03070000,SCI,         285,54,          49,9,         236,44,         211,40,          36,7,         532,99,     502,,
Waltham,03080000,ELA,         893,37,         171,7,         722,30,         965,40,         559,23,"       2,417",99,     491,          53,"       1,832"
Waltham,03080000,MATH,         879,36,         133,5,         746,31,"       1,083",45,         459,19,"       2,421",99,     492,          54,"       1,828"
Waltham,03080000,SCI,         245,31,          34,4,         211,27,         338,43,         205,26,         788,98,     487,,
Ware,03090000,ELA,         159,30,          11,2,         148,28,         247,46,         132,25,         538,100,     486,          44,         415
Ware,03090000,MATH,         138,26,           2,0,         136,25,         273,51,         129,24,         540,100,     485,          51,         416
Ware,03090000,SCI,          54,31,           1,1,          53,30,          76,44,          44,25,         174,99,     488,,
Wareham,03100000,ELA,         269,29,          31,3,         238,25,         438,47,         227,24,         934,99,     487,          48,         692
Wareham,03100000,MATH,         221,24,          22,2,         199,21,         521,56,         190,20,         932,99,     488,          55,         687
Wareham,03100000,SCI,          84,26,           7,2,          77,23,         166,51,          78,24,         328,98,     487,,
Watertown,03140000,ELA,         530,48,          97,9,         433,39,         381,34,         203,18,"       1,114",99,     496,          54,         835
Watertown,03140000,MATH,         490,44,          83,7,         407,37,         429,39,         191,17,"       1,110",99,     496,          52,         838
Watertown,03140000,SCI,         179,50,          45,13,         134,37,         141,39,          40,11,         360,99,     501,,
